iterations,fitness,time,fevals
0,0.02072643353,2.84269990516e-05,11
10,0.0200288545427,7.01120006852e-05,21
20,0.020676181627,8.72569980856e-05,31
30,0.0200605442174,0.000103795999166,41
40,0.0195455891046,0.000120138000057,51
50,0.0202207636144,0.000145915000758,61
60,0.0200307368251,0.000163051001437,71
70,0.0205019249652,0.000180875998922,81
80,0.0185648852988,0.000198714998987,91
90,0.019861292738,0.000215881998884,101
100,0.0188991530911,0.000232938000408,111
110,0.0200290421256,0.000249247997999,121
120,0.0208389085987,0.000265334998403,131
130,0.0220483444961,0.00028138199923,141
140,0.0226844777845,0.000298577000649,151
150,0.0229928794455,0.000317221001751,161
160,0.0237839321702,0.000335363001795,171
170,0.0247906895387,0.000351209004293,181
180,0.0251145045856,0.000369800003682,191
190,0.0257231359138,0.000390044002415,201
200,0.0258348520786,0.000410788001318,211
210,0.02645984267,0.000429413001257,221
220,0.0268201002603,0.000450170002296,231
230,0.0271918351307,0.000469746999443,241
240,0.0276627622389,0.000487815999804,251
250,0.0281576068759,0.000506418997247,261
260,0.0287643995913,0.000526149997313,271
270,0.0289655022651,0.00054646299759,281
280,0.0293548340518,0.000566851995245,291
290,0.0302528704877,0.00058698799694,301
300,0.030407848589,0.000607391997619,311
310,0.0310060565118,0.000627874997008,321
320,0.0311160328374,0.00064762999682,331
330,0.0311160328374,0.000668435994157,341
340,0.0315381151254,0.000687532992742,351
350,0.0315961395768,0.000708804993337,361
360,0.0320090602011,0.000728838993382,371
370,0.0320533311647,0.000749847993575,381
380,0.0321781511037,0.000769576992752,391
390,0.0321781511037,0.000790142992628,401
400,0.0323974426131,0.000810885991086,411
410,0.0323974426131,0.000831365992781,421
420,0.032520497881,0.000851429991599,431
430,0.0328408208445,0.000870820989803,441
440,0.033578096622,0.0008891919897,451
450,0.033578096622,0.000910017992283,461
460,0.0337539613284,0.000930427991989,471
470,0.0337539613284,0.000949683992076,481
480,0.0339442446964,0.000968376993114,491
490,0.0339442446964,0.000988650994259,501
500,0.0339442446964,0.00100989999555,511
510,0.0339442446964,0.00103164999746,521
520,0.034006054437,0.00107036500049,531
530,0.0343089845982,0.00111046700113,541
540,0.0343089845982,0.00114826500067,551
550,0.0343089845982,0.00117314800082,561
560,0.0343089845982,0.00119612400158,571
570,0.0348094872024,0.00125160200332,581
580,0.0348407952563,0.00129601300068,591
590,0.0348407952563,0.00133961300162,601
600,0.0348621533156,0.00139210199995,611
610,0.0350327444668,0.00141272299879,621
620,0.0350327444668,0.00143372599632,631
