iterations,fitness,time,fevals
0,0.0265574516662,0.00145605699799,283
10,0.0319542005026,0.00312856999881,472
20,0.0357919825176,0.00435348599785,659
30,0.0399352736414,0.00553778599715,845
40,0.0395824009713,0.00667042899659,1033
50,0.0397543857994,0.00788724399899,1219
60,0.0431662078528,0.00902593299907,1400
70,0.0432120411507,0.0101570110019,1591
80,0.0429209384884,0.0112904170019,1774
90,0.0440696162442,0.0124302340046,1961
100,0.0494283063722,0.013448614005,2144
110,0.0493606706806,0.0146156390038,2331
120,0.0502887945742,0.0157192420047,2513
130,0.0491369750711,0.0174286700058,2702
140,0.0512405978187,0.0185433270053,2889
150,0.0536902662321,0.0195990300053,3070
160,0.0584269270855,0.0207556640053,3251
170,0.0600564763056,0.0218364030079,3437
180,0.0600564763056,0.0228806170053,3621
190,0.0622389898267,0.0239112090057,3812
200,0.0637031875176,0.024910720007,3999
210,0.0652122875047,0.0306006320061,4187
220,0.0652079950197,0.0317118740059,4375
230,0.0656889230441,0.0327691610073,4561
240,0.0673950027612,0.0340453570097,4748
250,0.0662451482851,0.0349770970097,4937
260,0.0702082606014,0.0359668170095,5126
270,0.0697689283619,0.0369174360094,5311
280,0.069358497134,0.0378213880103,5499
290,0.0752793732546,0.0387618750101,5682
300,0.0754995308908,0.0398143520106,5873
310,0.0790651840664,0.0406985800109,6058
320,0.0743638491371,0.0416421250084,6241
330,0.0746843907812,0.0427401010093,6426
340,0.0720092096616,0.0439107260099,6613
350,0.0734292759774,0.0448880200092,6801
360,0.0734292759774,0.0458021750092,6990
370,0.0735401082123,0.0466797890113,7179
380,0.0769309294795,0.0475794170125,7366
390,0.0745546566368,0.04856036001,7552
400,0.0745546566368,0.049505193012,7735
410,0.0745546566368,0.0504151280111,7920
420,0.0765381816842,0.0513700270094,8102
430,0.0770364102812,0.0523381660096,8287
440,0.0738701839544,0.0533666990086,8473
450,0.0753811724222,0.0543601070058,8663
460,0.0753811724222,0.0552682090056,8847
470,0.0770383328832,0.0562275090051,9029
480,0.0736439919937,0.0572241240043,9221
490,0.0732583758885,0.0581868430017,9410
500,0.0732583758885,0.0593222740026,9601
510,0.0732583758885,0.0604202300019,9789
520,0.0732583758885,0.0617461309994,9969
530,0.0725442887467,0.0627729329972,10151
540,0.0725442887467,0.0638813119986,10336
550,0.0725442887467,0.0647924369987,10518
560,0.0707897748903,0.065727262001,10706
570,0.0717471234608,0.0665787289981,10891
580,0.0700195396941,0.0678211150007,11074
590,0.0677195077172,0.068974400001,11261
600,0.0682576551719,0.0699166310005,11446
610,0.0680264843077,0.0708641720012,11634
620,0.0679809078846,0.071791118,11821
630,0.0693842365335,0.0728085250012,12004
640,0.0706681554797,0.0737092350028,12194
650,0.0700113039139,0.074606901002,12372
660,0.0677337509304,0.0755560070029,12558
670,0.0691540240271,0.0765004400018,12744
680,0.0691540240271,0.0774708999998,12936
690,0.0711023341741,0.078475235001,13123
700,0.0712618608541,0.0794381960004,13310
710,0.0707781026341,0.0803754119988,13501
720,0.070666599768,0.0812894409974,13685
730,0.070666599768,0.0822977999997,13863
740,0.070666599768,0.0832685399982,14047
750,0.0715469266279,0.0841814699997,14228
760,0.0738244290935,0.0850993439999,14409
770,0.0701745541509,0.0860759620009,14595
780,0.0696158376565,0.0870218150012,14776
790,0.0686943195176,0.088137591003,14963
800,0.0695184448288,0.089175449004,15150
810,0.0697264020167,0.0906258480027,15334
820,0.0705439621019,0.0915876170002,15517
830,0.0708709367747,0.0925921930029,15702
840,0.0709190759231,0.0940761740021,15885
850,0.0704168818879,0.0950657730027,16076
860,0.0704168818879,0.0960258420018,16261
870,0.0698335102413,0.0970058040039,16447
880,0.0688942476207,0.097966850004,16630
890,0.0688942476207,0.0989057600054,16813
900,0.0690042165223,0.0998631340044,16998
910,0.0688942476207,0.100758032007,17189
920,0.0685450349209,0.101679086009,17377
930,0.0676258028157,0.102633287006,17568
940,0.0673537276293,0.103589416005,17750
950,0.0675361180799,0.104629575006,17944
960,0.0658062280169,0.105600975003,18133
970,0.06765576683,0.106579219006,18315
980,0.0666831883804,0.107591047006,18504
990,0.0655318666227,0.108587937008,18691
1000,0.0675122838318,0.10964150701,18878
1010,0.0675122838318,0.11066007401,19064
1020,0.0672373499731,0.111696979009,19250
1030,0.0712887883414,0.112684630007,19432
1040,0.071956112956,0.113682527008,19616
1050,0.071956112956,0.114736602009,19806
1060,0.0746026695527,0.115783630012,19994
1070,0.0746026695527,0.116868657009,20180
1080,0.0746026695527,0.117854802007,20366
1090,0.0746026695527,0.119297678008,20557
1100,0.0731800412672,0.120244861009,20741
1110,0.0731800412672,0.12122168301,20930
1120,0.0738654718361,0.122151749008,21116
1130,0.0752928459866,0.12316638801,21303
1140,0.0752928459866,0.12415428301,21491
1150,0.0752928459866,0.12513935801,21679
1160,0.0739449817801,0.12610799001,21873
1170,0.0766056741281,0.127050626012,22066
1180,0.0792158357729,0.128144434013,22244
1190,0.0807824439177,0.129041231012,22428
1200,0.0807824439177,0.129950964012,22611
1210,0.0785948410481,0.130875278013,22794
1220,0.0785948410481,0.132100148014,22974
1230,0.0760073528523,0.133200437012,23154
1240,0.0788037204162,0.13412917501,23338
1250,0.0784112173576,0.135076063012,23527
1260,0.0800097547824,0.135996486009,23713
1270,0.0784112173576,0.137125168007,23901
1280,0.0784112173576,0.138050143007,24087
1290,0.0784112173576,0.138992694006,24273
1300,0.0784112173576,0.139916127006,24457
1310,0.0784112173576,0.140773850006,24640
1320,0.0788549853186,0.141618996004,24825
1330,0.0788549853186,0.142454639004,25017
1340,0.0808836354861,0.143358360005,25199
1350,0.0808836354861,0.144194732005,25386
1360,0.0808308281663,0.145383778003,25568
1370,0.0808308281663,0.146343958004,25757
1380,0.0784112173576,0.147779765004,25948
1390,0.0784112173576,0.148731723006,26138
1400,0.0784112173576,0.149645341004,26327
1410,0.0807209897409,0.150508774004,26513
1420,0.0807209897409,0.151411210005,26696
1430,0.0807209897409,0.152432380004,26881
1440,0.0807209897409,0.153339776003,27064
1450,0.0790059269935,0.154290842002,27247
1460,0.0788748882396,0.155255024001,27432
1470,0.0763740866368,0.156280300002,27613
1480,0.0733657688951,0.157523722002,27799
1490,0.0733657688951,0.158645239004,27983
1500,0.0733657688951,0.159595958005,28171
1510,0.074232589289,0.160553790003,28361
1520,0.074232589289,0.161503011004,28548
1530,0.074232589289,0.162503401003,28737
1540,0.0749808217022,0.163428790005,28920
1550,0.074232589289,0.164389743004,29104
1560,0.074232589289,0.165335521004,29289
1570,0.0753752125114,0.166279082005,29475
1580,0.0738144905479,0.167204974005,29663
1590,0.0759533313933,0.168242585005,29849
1600,0.0720541029548,0.169262420004,30036
1610,0.0759003914768,0.170233952005,30221
1620,0.0759003914768,0.171126529003,30408
1630,0.0749221044054,0.172072690002,30593
1640,0.0720562175803,0.173149730002,30780
1650,0.0805644098494,0.174183921004,30973
1660,0.0777552064149,0.175556282007,31162
1670,0.0781083224687,0.176520662008,31348
1680,0.0777552064149,0.177444885008,31534
1690,0.0778036438914,0.178451493008,31716
1700,0.0761897463346,0.179405229006,31905
1710,0.0778036438914,0.180370287006,32091
1720,0.0774564397392,0.181325387006,32275
1730,0.0738884369446,0.182572347006,32459
1740,0.0742848790423,0.183600684006,32644
1750,0.0743428853617,0.184514240005,32828
1760,0.0750010990761,0.185466149007,33012
1770,0.0760887607528,0.18643788201,33196
1780,0.0764610537597,0.187321292007,33381
1790,0.0760887607528,0.188214952006,33565
1800,0.0728900665222,0.189154793006,33749
1810,0.0696807909643,0.190113766006,33933
1820,0.07232850728,0.191050223006,34121
1830,0.0738078079592,0.191990114006,34305
1840,0.0764090027542,0.192920965008,34492
1850,0.0740037497399,0.193879695009,34673
1860,0.0740037497399,0.194847128008,34859
1870,0.0740037497399,0.19577257401,35046
1880,0.0742983870091,0.19673294001,35231
1890,0.0735189588264,0.19768783301,35416
1900,0.0718418646154,0.198792526011,35600
1910,0.0718418646154,0.199828654011,35786
1920,0.0762240419053,0.200960249011,35976
1930,0.0762240419053,0.201968595011,36154
1940,0.0762240419053,0.203156263011,36340
1950,0.0809161880017,0.20411379201,36522
1960,0.075083868001,0.20505804701,36709
1970,0.0798185158308,0.206031701011,36897
1980,0.075083868001,0.20749671301,37082
1990,0.0750838477681,0.208536121012,37269
2000,0.0740499306143,0.209551013009,37449
2010,0.0785392874173,0.210534923008,37637
2020,0.0837843992387,0.211497447006,37824
2030,0.0837843992387,0.212470551007,38006
2040,0.0823581648013,0.213469561008,38189
2050,0.0827100342427,0.214442471006,38379
2060,0.0825681069646,0.215422488007,38573
2070,0.0835681936496,0.21636925601,38764
2080,0.0874075115228,0.217314665013,38953
2090,0.0869138410007,0.218395083015,39141
2100,0.0869138410007,0.219352461016,39325
2110,0.083173302208,0.220329796019,39508
2120,0.0880725331231,0.221281827016,39693
2130,0.0880725331231,0.222213344015,39878
2140,0.0880725331231,0.223123470016,40058
2150,0.0890075883871,0.224055171017,40242
2160,0.0890075883871,0.224904695016,40433
2170,0.0890075883871,0.225739253015,40616
2180,0.0891533474773,0.226520846016,40801
2190,0.0890075883871,0.227335543015,40987
2200,0.0890075883871,0.228263992016,41175
2210,0.0890075883871,0.229175510016,41360
2220,0.0890075883871,0.230495645017,41538
2230,0.0890075883871,0.231388799017,41725
2240,0.0890075883871,0.232305818015,41913
2250,0.0890075883871,0.233700216017,42103
2260,0.0890075883871,0.234616628019,42291
2270,0.0890075883871,0.235665171022,42472
2280,0.0890075883871,0.236667515022,42659
2290,0.0862603304697,0.237740718021,42847
2300,0.0888299298913,0.238734767023,43029
2310,0.0858036991283,0.239711232025,43210
2320,0.0886113332408,0.240663851026,43397
2330,0.0899567665722,0.241584087024,43582
2340,0.0886359754393,0.242502599023,43768
2350,0.0886359754393,0.243401443026,43950
2360,0.0886359754393,0.244299388025,44143
2370,0.0886359754393,0.245184330026,44328
2380,0.0886359754393,0.246070012028,44515
2390,0.0886359754393,0.246943579026,44702
2400,0.0886359754393,0.247802738028,44886
2410,0.0888382855095,0.24865899203,45073
2420,0.0882148376183,0.249512902032,45261
2430,0.0857414174044,0.250421846031,45450
2440,0.0893340265527,0.25139665003,45637
2450,0.0898858869701,0.252456261031,45825
2460,0.086571113482,0.253341107033,46013
2470,0.0855006813756,0.254304902031,46204
2480,0.0874741929781,0.255217234033,46387
2490,0.0874741929781,0.257005141033,46569
2500,0.084910977368,0.258003439034,46753
2510,0.083748115878,0.259643704034,46937
2520,0.0870685813478,0.261450756032,47125
2530,0.0856816284161,0.263675510032,47309
2540,0.0840662254468,0.265584144032,47488
2550,0.0840662254468,0.267462669031,47673
2560,0.0852082189685,0.273626479029,47860
2570,0.083748115878,0.274548055029,48048
2580,0.083748115878,0.275423081028,48236
2590,0.0822075775066,0.276300754027,48421
2600,0.0833026081615,0.277186320029,48600
2610,0.0798344604193,0.27807538203,48781
2620,0.0833448644065,0.278960738029,48967
2630,0.0845020391141,0.279819032028,49157
2640,0.0853697012731,0.280680861026,49337
2650,0.0862069801879,0.281555548027,49534
2660,0.086708321912,0.282538794028,49725
2670,0.085978348714,0.283370384026,49909
2680,0.085978348714,0.284285638027,50093
2690,0.0869931793433,0.285193386026,50282
2700,0.0869931793433,0.286089906025,50468
2710,0.0869931793433,0.286948576027,50652
2720,0.0882767372271,0.287942708026,50839
2730,0.0856266045168,0.288933072028,51028
2740,0.0830211962713,0.290494891029,51212
2750,0.0863429735654,0.29143636303,51401
2760,0.0915747289643,0.292356369031,51590
2770,0.091597603823,0.29325607403,51774
2780,0.0884345787112,0.294152629031,51964
2790,0.0884345787112,0.295114660028,52145
2800,0.0926781997391,0.296033231029,52333
2810,0.0867883178763,0.296919810029,52519
2820,0.0867524932939,0.298039866029,52706
2830,0.0867524932939,0.299132220029,52890
2840,0.0892018192473,0.300011071031,53078
2850,0.0868781105583,0.30090738503,53261
2860,0.0868781105583,0.301851743028,53447
2870,0.0899060108005,0.302771490027,53630
2880,0.0921603694232,0.303715568025,53818
2890,0.0921603694232,0.304626398025,54004
2900,0.0883742513873,0.305596327024,54192
2910,0.0883742513873,0.306625317022,54381
2920,0.0883742513873,0.307500993022,54570
2930,0.088311290384,0.308392430023,54757
2940,0.0901048834557,0.309263435021,54939
2950,0.0901990423786,0.310133328021,55121
2960,0.088311290384,0.311084959023,55304
2970,0.0874449521681,0.312075538022,55488
2980,0.0891542840716,0.313142516021,55670
2990,0.0876582976068,0.314168567023,55856
3000,0.0855603123326,0.315279190025,56042
