iterations,fitness,time,fevals
0,0.0231011151569,2.517144556,1000
10,0.0237931481081,4.999376244,2100
20,0.0240462773854,7.52548543,3200
30,0.0227403389255,10.058206853,4300
40,0.0230378944791,12.548110324,5400
50,0.0234691688332,15.07143353,6500
60,0.0227357218304,17.59366133,7600
70,0.0239411856246,20.094338488,8700
80,0.0237746187988,22.582950728,9800
90,0.023305507711,25.077798181,10900
100,0.0253365672924,27.539089849,12000
110,0.0236083253221,30.033927469,13100
120,0.0240918339295,32.554773194,14200
130,0.0236985769822,35.016717676,15300
140,0.0238215097631,37.508353641,16400
150,0.0240747833713,40.030063794,17500
160,0.0240198525534,42.521877551,18600
170,0.0232376658868,45.009414228,19700
180,0.0241041962194,47.532979549,20800
190,0.0251950920784,50.063805471,21900
200,0.0229025677743,52.560254497,23000
210,0.0242310560554,55.038765051,24100
220,0.0255304353505,57.557894425,25200
230,0.023796582031,60.051051641,26300
240,0.0241991733284,62.557375739,27400
250,0.022619198702,65.083723601,28500
260,0.0233932872574,67.602361516,29600
270,0.0231474616096,70.09364224,30700
280,0.0229831062447,72.597993548,31800
290,0.0237737653446,75.103560871,32900
300,0.0238366008711,77.607054247,34000
310,0.0233919259526,80.11992515,35100
320,0.0235897733828,82.621340263,36200
330,0.0229939975454,85.098270622,37300
340,0.0235147159579,87.60839237,38400
350,0.0235559740723,90.082853145,39500
360,0.0244488432826,92.595876836,40600
370,0.0231432183047,95.242748108,41700
380,0.0239035317313,97.753704334,42800
390,0.0247618732635,100.272417838,43900
400,0.0240499693015,102.76881997,45000
410,0.0237619329214,105.237570985,46100
420,0.0234454533861,107.733975895,47200
430,0.0239338799574,110.250192034,48300
440,0.0244081965754,112.710636688,49400
450,0.0239762951799,115.198624276,50500
460,0.023643481903,117.703055769,51600
470,0.0231595589561,120.205278301,52700
480,0.0236958367783,122.67441828,53800
490,0.0231020017793,125.152176618,54900
500,0.0237847262452,127.668593915,56000
510,0.024383094676,130.136313139,57100
520,0.0227271810059,132.637058883,58200
530,0.0242646772556,135.098213696,59300
540,0.0238169359913,137.585994599,60400
550,0.0235076856605,140.094009026,61500
560,0.0230294178372,142.601410313,62600
570,0.0237950930906,145.118796924,63700
580,0.0234918401509,147.59715648,64800
590,0.0245014977675,150.116828733,65900
600,0.0236229476364,152.603822527,67000
610,0.0245174511735,155.123330991,68100
620,0.0235344665413,157.628289502,69200
630,0.0237229565642,160.094555131,70300
640,0.0237132025987,162.576000344,71400
650,0.0238658039841,165.11237773,72500
660,0.025471123435,167.632547809,73600
670,0.0230257485533,170.107564429,74700
680,0.0235956017089,172.565430271,75800
690,0.023764466725,175.056422725,76900
700,0.024443586143,177.519652131,78000
710,0.0246397257555,180.055236836,79100
720,0.0231488762803,182.557346414,80200
730,0.0234904287135,185.069169389,81300
740,0.0237838932953,187.602299343,82400
750,0.0221930777089,190.102404535,83500
760,0.0240803441145,192.612114811,84600
770,0.0232609118147,195.065682825,85700
780,0.023878157868,197.559205519,86800
790,0.0245964838766,200.103935128,87900
800,0.0232036212619,202.679313531,89000
810,0.0233339339825,205.216154656,90100
820,0.0248133309567,207.736126725,91200
830,0.0238366177781,210.244548894,92300
840,0.0236355232701,212.797355299,93400
850,0.0242737100796,215.331097037,94500
860,0.0252099417067,217.84743957,95600
870,0.0240459261437,220.330571872,96700
880,0.0236489471669,222.830874434,97800
890,0.0246229728131,225.287407411,98900
900,0.0231672303991,227.791029964,100000
910,0.0235073582213,230.290479914,101100
920,0.0232274175496,232.81150484,102200
930,0.0243933329053,235.337794908,103300
940,0.0240588458803,237.859696684,104400
950,0.0232245496166,240.388071479,105500
960,0.0229406838098,242.885908427,106600
970,0.0235710621172,245.386056186,107700
980,0.0240164552955,247.897988162,108800
990,0.0227549279447,250.424116289,109900
