iterations,fitness,time,fevals
0,478.0,4.64130000006e-05,11
10,478.0,9.24510000004e-05,21
20,478.0,0.000162110000001,31
30,478.0,0.000231999000001,41
40,482.0,0.000281494000001,51
50,484.0,0.000331158000002,61
60,488.0,0.000383113000002,71
70,488.0,0.000433236000002,81
80,494.0,0.000480116000001,91
90,494.0,0.000528958000001,101
100,496.0,0.000579640000002,111
110,501.0,0.000631549000001,121
120,507.0,0.000682555000002,131
130,509.0,0.000729041000001,141
140,511.0,0.000811500000001,151
150,515.0,0.000904441000001,161
160,523.0,0.000984176000001,171
170,523.0,0.001040796,181
180,525.0,0.001111135,191
190,527.0,0.00118264,201
200,527.0,0.001244334,211
210,527.0,0.001295012,221
220,527.0,0.001368366,231
230,527.0,0.001430758,241
240,529.0,0.001490973,251
250,529.0,0.001559422,261
260,531.0,0.001622165,271
270,533.0,0.001680278,281
280,535.0,0.001731274,291
290,535.0,0.001794013,301
300,535.0,0.001839228,311
310,535.0,0.001888201,321
320,539.0,0.001945862,331
330,539.0,0.001982989,341
340,541.0,0.00201803,351
350,541.0,0.002070505,361
360,547.0,0.002112968,371
370,551.0,0.002153121,381
380,557.0,0.002197246,391
390,561.0,0.002232434,401
400,565.0,0.002277245,411
410,567.0,0.002325238,421
420,569.0,0.002371741,431
430,573.0,0.00241658,441
440,573.0,0.002467,451
450,575.0,0.002510982,461
460,579.0,0.002555857,471
470,579.0,0.002609922,481
480,581.0,0.002656418,491
490,581.0,0.002694744,501
500,583.0,0.002759543,511
510,583.0,0.002840857,521
520,583.0,0.002918818,531
530,589.0,0.003000886,541
540,589.0,0.003073791,551
550,589.0,0.003135518,561
560,591.0,0.003203799,571
570,593.0,0.003282595,581
580,595.0,0.003354983,591
590,597.0,0.003419247,601
600,597.0,0.003477339,611
610,597.0,0.003551049,621
620,599.0,0.003595899,631
630,599.0,0.003639708,641
640,601.0,0.003681751,651
650,601.0,0.003726647,661
660,601.0,0.003771208,671
670,601.0,0.003820324,681
680,603.0,0.003862442,691
690,605.0,0.003905705,701
700,607.0,0.003963942,711
710,609.0,0.004035456,721
720,609.0,0.004103242,731
730,615.0,0.004160177,741
740,615.0,0.004210513,751
750,617.0,0.004257616,761
760,619.0,0.004304501,771
770,621.0,0.00434719,781
780,621.0,0.004394867,791
790,623.0,0.004439981,801
800,623.0,0.004487823,811
810,625.0,0.00453567,821
820,625.0,0.004583275,831
830,627.0,0.004628113,841
840,627.0,0.004678492,851
850,629.0,0.004725545,861
860,633.0,0.004770743,871
870,635.0,0.004830203,881
880,637.0,0.004907748,891
890,639.0,0.004983079,901
900,641.0,0.005053324,911
910,641.0,0.005115402,921
920,645.0,0.00515746299999,931
930,647.0,0.00521202499999,941
940,649.0,0.00528011899999,951
950,651.0,0.00535229899999,961
960,651.0,0.00543100499999,971
970,653.0,0.00553574099999,981
980,653.0,0.00559272199999,991
990,655.0,0.00564628499999,1001
1000,655.0,0.00571061799999,1011
1010,657.0,0.00576348099999,1021
1020,657.0,0.00583960999999,1031
1030,657.0,0.00590151099999,1041
1040,657.0,0.00595595599999,1051
1050,659.0,0.00603347499999,1061
1060,659.0,0.00607824099999,1071
1070,659.0,0.00612448099999,1081
1080,661.0,0.00616785299999,1091
1090,663.0,0.00621207099999,1101
1100,663.0,0.00626492399999,1111
1110,663.0,0.00635487199999,1121
1120,665.0,0.00642666099999,1131
1130,667.0,0.00649244699999,1141
1140,667.0,0.00654393099999,1151
1150,667.0,0.00659572099999,1161
1160,667.0,0.00664686899999,1171
1170,667.0,0.00669903699999,1181
1180,669.0,0.00675896999999,1191
1190,669.0,0.00684690199999,1201
1200,671.0,0.00691340799999,1211
1210,673.0,0.00696449399999,1221
1220,675.0,0.00703512699999,1231
1230,675.0,0.00709945799999,1241
1240,677.0,0.00715470199999,1251
1250,677.0,0.007198062,1261
1260,679.0,0.007273658,1271
1270,679.0,0.00736107099999,1281
1280,683.0,0.00743319699999,1291
1290,683.0,0.007525961,1301
1300,683.0,0.00769491599999,1311
1310,683.0,0.007752022,1321
1320,685.0,0.00784899999999,1331
1330,687.0,0.00796206499999,1341
1340,687.0,0.00801444599999,1351
1350,689.0,0.008097754,1361
1360,689.0,0.008154563,1371
1370,689.0,0.008210736,1381
1380,689.0,0.00829812999999,1391
1390,689.0,0.00851766499999,1401
1400,691.0,0.008617039,1411
1410,693.0,0.008730471,1421
1420,695.0,0.008840577,1431
