iterations,fitness,time,fevals
0,494.0,6.45340000001e-05,11
10,498.0,0.000121142,21
20,502.0,0.000161672,31
30,500.0,0.000254151,41
40,500.0,0.000300741,51
50,502.0,0.000345111,61
60,502.0,0.000386029,71
70,502.0,0.000426745,81
80,504.0,0.000474692,91
90,512.0,0.000521986,101
100,512.0,0.000569709,111
110,512.0,0.000641299,121
120,512.0,0.000697794,131
130,512.0,0.000768662,141
140,516.0,0.000954476,151
150,516.0,0.001003382,161
160,516.0,0.001054547,171
170,520.0,0.001100828,181
180,520.0,0.001156727,191
190,522.0,0.001470003,201
200,526.0,0.001562649,211
210,528.0,0.001652481,221
220,530.0,0.001739435,231
230,532.0,0.001824773,241
240,536.0,0.001879491,251
250,536.0,0.001943039,261
260,538.0,0.002004342,271
270,538.0,0.002064785,281
280,538.0,0.00212141,291
290,540.0,0.002320687,301
300,544.0,0.002369296,311
310,544.0,0.002413895,321
320,544.0,0.002465666,331
330,546.0,0.002504675,341
340,552.0,0.002553702,351
350,552.0,0.002592739,361
360,556.0,0.002628805,371
370,560.0,0.002664484,381
380,564.0,0.002697148,391
390,564.0,0.002728898,401
400,566.0,0.002763157,411
410,566.0,0.002858361,421
420,570.0,0.002894173,431
430,570.0,0.002942336,441
440,572.0,0.003017152,451
450,572.0,0.003063367,461
460,574.0,0.003112865,471
470,574.0,0.003163082,481
480,574.0,0.003209592,491
490,576.0,0.003262106,501
500,576.0,0.003306535,511
510,576.0,0.003347653,521
520,576.0,0.003392562,531
530,576.0,0.003439804,541
540,576.0,0.003490666,551
550,578.0,0.003639153,561
560,578.0,0.003694058,571
570,578.0,0.003759012,581
580,580.0,0.004191486,591
590,582.0,0.004260222,601
600,582.0,0.004347481,611
610,584.0,0.004399184,621
620,584.0,0.004459949,631
630,586.0,0.00452303,641
640,586.0,0.004614457,651
650,586.0,0.004682262,661
660,588.0,0.004770456,671
670,590.0,0.004863783,681
680,592.0,0.004946539,691
690,594.0,0.00505704,701
700,594.0,0.005139872,711
710,596.0,0.005184053,721
720,596.0,0.005251908,731
730,598.0,0.005292925,741
740,598.0,0.005358546,751
750,598.0,0.00540459,761
760,598.0,0.008662596,771
770,600.0,0.008717123,781
780,600.0,0.008790173,791
790,600.0,0.008846263,801
800,602.0,0.008896176,811
810,602.0,0.008941868,821
820,606.0,0.008989165,831
830,606.0,0.009044962,841
840,608.0,0.009097519,851
850,612.0,0.00915292,861
860,612.0,0.009200441,871
870,616.0,0.009250463,881
880,616.0,0.00934231,891
890,620.0,0.009437195,901
900,622.0,0.009525834,911
910,622.0,0.009614969,921
920,626.0,0.009724939,931
930,626.0,0.00981771,941
940,626.0,0.00987994,951
950,626.0,0.00992907,961
960,628.0,0.009973798,971
970,630.0,0.010017312,981
980,632.0,0.010065579,991
990,632.0,0.010112058,1001
1000,632.0,0.010160439,1011
1010,632.0,0.01025889,1021
1020,636.0,0.010311753,1031
1030,638.0,0.010358188,1041
1040,638.0,0.010540789,1051
1050,640.0,0.010584048,1061
1060,640.0,0.010626352,1071
1070,644.0,0.010670487,1081
1080,646.0,0.010713639,1091
1090,646.0,0.010760389,1101
1100,648.0,0.010830452,1111
1110,648.0,0.010886577,1121
1120,648.0,0.0109767,1131
1130,648.0,0.011054805,1141
