iterations,fitness,time,fevals
0,22.0,0.000807106,584
10,22.0,0.001529449,1064
20,23.0,0.007536449,1543
30,23.0,0.008186289,2016
40,23.0,0.008782673,2491
50,23.0,0.009394452,2976
60,24.0,0.010023059,3447
70,23.0,0.010653863,3922
80,24.0,0.011328674,4411
90,24.0,0.012000674,4906
100,24.0,0.012737196,5389
110,24.0,0.013783158,5868
120,25.0,0.014422968,6339
130,26.0,0.01513074,6833
140,27.0,0.01581566,7331
150,29.0,0.016453832,7815
160,28.0,0.017231392,8299
170,28.0,0.018056318,8782
180,28.0,0.018736361,9265
190,28.0,0.01935456,9747
200,28.0,0.019964488,10228
210,28.0,0.02058148,10705
220,29.0,0.021194561,11188
230,29.0,0.021824212,11677
240,30.0,0.022465029,12172
250,31.0,0.023110751,12663
260,30.0,0.02372129,13152
270,31.0,0.024339531,13643
280,31.0,0.024949355,14125
290,33.0,0.025569664,14624
300,32.0,0.026164999,15110
310,33.0,0.026762488,15584
320,35.0,0.027357553,16069
330,35.0,0.027997792,16556
340,35.0,0.028626691,17039
350,34.0,0.029269618,17512
360,37.0,0.029923829,17992
370,36.0,0.030601716,18468
380,37.0,0.031221276,18951
390,36.0,0.031825295,19429
400,41.0,0.032417787,19912
410,40.0,0.033020665,20396
420,41.0,0.033610628,20885
430,46.0,0.034182669,21374
440,44.0,0.03478455,21853
450,47.0,0.035384267,22325
460,49.0,0.035993679,22810
470,49.0,0.036603349,23291
480,51.0,0.037301066,23761
490,50.0,0.037949817,24252
500,50.0,0.038934727,24738
510,52.0,0.039605493,25210
520,52.0,0.040211009,25682
530,52.0,0.040812499,26157
540,52.0,0.041421317,26630
550,52.0,0.042055352,27106
560,57.0,0.042673663,27594
570,57.0,0.043297521,28071
580,57.0,0.043905323,28558
590,57.0,0.04450804,29038
600,57.0,0.04510819,29526
610,56.0,0.045692426,30014
620,56.0,0.046476033,30505
630,56.0,0.047107628,30976
640,57.0,0.047715766,31448
650,60.0,0.048326362,31937
660,60.0,0.048937392,32410
670,60.0,0.049542361,32886
680,60.0,0.050161958,33365
690,60.0,0.050770607,33843
700,61.0,0.051364163,34328
710,61.0,0.052009118,34817
720,62.0,0.053145876,35302
730,61.0,0.053829915,35781
740,62.0,0.054452955,36254
750,64.0,0.055039666,36725
760,64.0,0.055609997,37202
770,64.0,0.056180341,37686
780,64.0,0.056751753,38170
790,65.0,0.057327671,38646
800,64.0,0.057885525,39137
810,64.0,0.058443691,39625
820,64.0,0.059048511,40116
830,64.0,0.059643351,40597
840,65.0,0.060238287,41085
850,65.0,0.060826309,41575
860,65.0,0.061404466,42051
870,65.0,0.061994807,42532
880,65.0,0.062706262,43018
890,65.0,0.063392962,43492
900,65.0,0.064281514,43963
910,65.0,0.065356876,44437
920,66.0,0.065981261,44920
930,65.0,0.066573917,45400
940,65.0,0.067162145,45879
950,65.0,0.067765323,46355
960,66.0,0.068502489,46842
970,66.0,0.069066007,47328
980,66.0,0.06964676,47810
990,66.0,0.070225594,48280
1000,66.0,0.070798587,48755
1010,66.0,0.071367992,49238
1020,66.0,0.071941481,49710
1030,67.0,0.072511719,50194
1040,66.0,0.07309223,50676
1050,66.0,0.073672979,51159
1060,66.0,0.074269277,51647
1070,67.0,0.074870425,52126
1080,68.0,0.075904893,52602
1090,67.0,0.076515646,53092
1100,66.0,0.077086,53586
1110,67.0,0.077646155,54078
1120,67.0,0.078208232,54568
